Number of nodes: 34
Number of edges: 593
Number of CESs: 318
Number of events: 3101
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
9	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, submit the class
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, select the editable class, update the name of the class, update the name of the class, update the name of the class
2	access as a teacher, turn editing on, select the editable class, update the name of the class, update the name of the class, submit the class
9	access as a teacher, turn editing on, select the editable class, update the name of the class, update the name of the class, update the class detail
9	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the class detail
3	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, submit the class
8	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class
8	access as a teacher, turn editing on, select the editable class, update the class detail, update the class detail, update the class detail
3	access as a teacher, turn editing on, select the editable class, update the class detail, update the class detail, submit the class
8	access as a teacher, turn editing on, select the editable class, update the class detail, update the class detail, update the name of the class
8	access as a teacher, turn editing on, select the editable class, update the class detail, update the name of the class, update the name of the class
2	access as a teacher, turn editing on, select the editable class, update the class detail, update the name of the class, submit the class
9	access as a teacher, turn editing on, select the editable class, update the class detail, update the name of the class, update the class detail
7	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the hours of the class, enter the days of the class
1	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the hours of the class, submit the class schedule
8	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the hours of the class, enter the hours of the class
7	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the days of the class, enter the hours of the class
1	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the days of the class, submit the class schedule
7	access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the days of the class, enter the days of the class
7	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the days of the class, enter the hours of the class
1	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the days of the class, submit the class schedule
7	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the days of the class, enter the days of the class
7	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the hours of the class, enter the days of the class
1	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the hours of the class, submit the class schedule
7	access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the hours of the class, enter the hours of the class
7	access as a teacher, turn editing on, select the editable schedule, update the days of the class, update the days of the class, update the days of the class
1	access as a teacher, turn editing on, select the editable schedule, update the days of the class, update the days of the class, submit the class schedule
7	access as a teacher, turn editing on, select the editable schedule, update the hours of the class, update the hours of the class, update the hours of the class
1	access as a teacher, turn editing on, select the editable schedule, update the hours of the class, update the hours of the class, submit the class schedule
4	access as a teacher, turn editing on, open student attendance records, open class records, select the existing schedule, view schedule
3	access as a teacher, turn editing on, open student attendance records, open class records, select the existing class, view class
3	access as a teacher, turn editing on, open student attendance records, select a class-list attendance record, edit attendance status, submit attendance record update
4	access as a teacher, turn editing on, open student attendance records, select an editable student-record, edit attendance status, submit attendance record update
3	log in, access as a teacher, turn editing on, open class records, select the existing schedule, view schedule
3	log in, access as a teacher, turn editing on, open class records, select the existing class, view class
19	log in, access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail
3	log in, access as a teacher, turn editing on, add new class, enter the name of the class, submit the class
19	log in, access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class
20	log in, access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class
2	log in, access as a teacher, turn editing on, add new class, enter the class detail, submit the class
19	log in, access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail
19	log in, access as a teacher, turn editing on, select the editable class, update the name of the class, update the name of the class
2	log in, access as a teacher, turn editing on, select the editable class, update the name of the class, submit the class
20	log in, access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail
19	log in, access as a teacher, turn editing on, select the editable class, update the class detail, update the class detail
3	log in, access as a teacher, turn editing on, select the editable class, update the class detail, submit the class
19	log in, access as a teacher, turn editing on, select the editable class, update the class detail, update the name of the class
16	log in, access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the hours of the class
1	log in, access as a teacher, turn editing on, add new schedule, enter the days of the class, submit the class schedule
15	log in, access as a teacher, turn editing on, add new schedule, enter the days of the class, enter the days of the class
15	log in, access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the days of the class
2	log in, access as a teacher, turn editing on, add new schedule, enter the hours of the class, submit the class schedule
15	log in, access as a teacher, turn editing on, add new schedule, enter the hours of the class, enter the hours of the class
15	log in, access as a teacher, turn editing on, select the editable schedule, update the days of the class, update the days of the class
2	log in, access as a teacher, turn editing on, select the editable schedule, update the days of the class, submit the class schedule
15	log in, access as a teacher, turn editing on, select the editable schedule, update the hours of the class, update the hours of the class
2	log in, access as a teacher, turn editing on, select the editable schedule, update the hours of the class, submit the class schedule
4	log in, access as a teacher, turn editing on, open student attendance records, open class records, select the existing schedule
3	log in, access as a teacher, turn editing on, open student attendance records, open class records, select the existing class
3	log in, access as a teacher, turn editing on, open student attendance records, select a class-list attendance record, edit attendance status
3	log in, access as a teacher, turn editing on, open student attendance records, select a class-list attendance record, trace attendance activity of the class
4	log in, access as a teacher, turn editing on, open student attendance records, select an editable student-record, edit attendance status
1	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
1	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
1	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, submit the class
2	add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
1	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
1	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, submit the class
2	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
1	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
1	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, submit the class
1	add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail
1	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, submit the class
2	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
1	add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, submit the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
1	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
4	enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
1	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
1	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, submit the class
2	enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, submit the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, submit the class
1	enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the class detail
1	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, submit the class
2	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
1	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
2	add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
1	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
1	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, submit the class
2	add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
1	add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
1	add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, submit the class
2	add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
1	add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
1	add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, submit the class
1	add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
1	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, submit the class
2	enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, submit the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, submit the class
1	enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, submit the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
1	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
8	enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
1	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
1	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, submit the class
2	enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, submit the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, submit the class
1	enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, submit the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
8	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
8	enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, submit the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, submit the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
1	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, submit the class
1	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
1	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
1	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
4	enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
1	enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
1	enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, submit the class
1	enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
