Number of nodes: 43
Number of edges: 2468
Number of CESs: 1765
Number of events: 21592
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	access as a teacher, turn editing on, select the deletable class, delete class, confirm deletion, select the deletable class, delete class, confirm deletion
9	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, submit the class
10	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, submit the class
10	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
9	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
8	access as a teacher, turn editing on, add new class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, submit the class
10	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the class detail, enter the class detail, enter the class detail
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the class detail, enter the class detail
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class, enter the name of the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the class detail
3	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, submit the class
10	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the name of the class, enter the name of the class
9	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the name of the class
2	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, submit the class
8	access as a teacher, turn editing on, add new class, enter the class detail, enter the class detail, enter the class detail, enter the class detail, enter the class detail
12	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class, update the class detail, update the name of the class
11	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class, update the class detail, update the class detail
2	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class, update the class detail, submit the class
11	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class, update the name of the class, update the class detail
11	access as a teacher, turn editing on, select the editable class, update the name of the class, update the class detail, update the name of the class, update the name of the class, update the name of the class
