Number of nodes: 9
Number of edges: 24
Number of CESs: 29
Number of events: 281
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
6	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
8	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
4	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance
4	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance
6	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
7	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
16	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
8	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
14	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money, get balance
5	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money, get balance
3	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
3	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
5	take money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
6	take money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
2	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
3	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
1	put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
1	put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
1	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
0	Number of uncovered edges 
