Number of nodes: 17
Number of edges: 62
Number of CESs: 65
Number of events: 501
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
4	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
7	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
15	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
3	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance
5	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance
4	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
7	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
3	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
4	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
5	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
3	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
6	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
2	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
5	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
4	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money, get balance
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money, get balance
2	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
4	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
3	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
2	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
1	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	take money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
2	take money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
1	put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
2	put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
2	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
2	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
2	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
2	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
2	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
2	confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
