Number of nodes: 19
Number of edges: 43
Number of CESs: 37
Number of events: 319
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
20	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
5	select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
2	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
11	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
9	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	get balance, select deposit, enter deposit amount, put money, get balance, select deposit
4	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
4	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
2	select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
4	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
3	select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
4	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
5	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
2	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
4	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
6	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
6	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
4	take money, get balance, select deposit, enter deposit amount, put money, get balance
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	put money, get balance, select deposit, enter deposit amount, put money, get balance
9	put money, get balance, select withdraw, enter withdraw amount, take money, get balance
8	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, cancel deposit
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
