Number of nodes: 19
Number of edges: 56
Number of CESs: 52
Number of events: 508
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
4	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
17	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
15	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
3	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance
15	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance
14	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
4	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
6	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
5	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
3	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
2	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw
4	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
5	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money, get balance
5	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money, get balance
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
4	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
7	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
6	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
2	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
5	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
7	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	take money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
3	take money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
3	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
1	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
2	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
1	put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
7	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
7	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
6	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
8	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, cancel deposit
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
2	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
