Number of nodes: 15
Number of edges: 2144
Number of CESs: 1818
Number of events: 17764
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
6	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email body, enter receiver's email address
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email body, enter email body
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email body, enter email subject
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter receiver's email address, enter email subject
9	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter receiver's email address, send email
4	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter receiver's email address, enter receiver's email address
1	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter receiver's email address, get alias email addresses of receiver
3	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter receiver's email address, get receiver's public key
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email subject, enter email body
6	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email subject, enter receiver's email address
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter email subject, enter email subject, enter email subject
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter email subject, enter email body
6	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter email subject, enter receiver's email address
37	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter email subject, enter email subject
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter receiver's email address, enter email subject
3	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter receiver's email address, send email
4	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter receiver's email address, enter receiver's email address
1	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter receiver's email address, get alias email addresses of receiver
3	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, enter receiver's email address, get receiver's public key
4	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, get alias email addresses of receiver, send email
3	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, enter receiver's email address, get receiver's public key, encrypt mail with receiver's public key
11	enter receiver's email address, enter email subject, enter email body, enter receiver's email address, get receiver's public key, encrypt mail with receiver's public key, send email
