Product Under Consideration ID,PUC,k = 1, k = 2,k = 3,k = 4,
12,sign,8,15,38,102
2,autoresponder,9,15,35,89
8,encrypt,9,16,39,103
4,forward,8,15,35,88
20,encrypt_sign,10,18,44,118
3,addressbook_autoresponder,13,19,41,104
14,autoresponder_sign,10,17,40,104
16,forward_sign,9,17,40,103
5,addressbook_forward,12,19,41,103
13,addressbook_sign,12,19,44,117
9,addressbook_encrypt,13,20,45,118
22,autoresponder_encrypt_sign,12,20,46,120
18,autoresponder_forward_sign,11,19,42,105
15,addressbook_autoresponder_sign,14,21,46,119
11,addressbook_autoresponder_encrypt,15,22,47,120
7,addressbook_autoresponder_forward,14,21,43,105
21,addressbook_encrypt_sign,14,22,50,133
19,addressbook_autoresponder_forward_sign,15,23,48,120
23,addressbook_autoresponder_encrypt_sign,16,24,52,135
