Number of nodes: 17
Number of edges: 31
Number of CESs: 68
Number of events: 473
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	enter receiver's email address, enter email subject, enter email body, enter receiver's email address
1	enter receiver's email address, enter email subject, enter email body, enter email body
2	enter receiver's email address, enter email subject, enter email body, enter email subject
1	enter receiver's email address, enter email subject, enter receiver's email address, enter email subject
8	enter receiver's email address, enter email subject, enter receiver's email address, send email
1	enter receiver's email address, enter email subject, enter receiver's email address, enter receiver's email address
1	enter receiver's email address, enter email subject, enter receiver's email address, get alias email addresses of receiver
1	enter receiver's email address, enter email subject, enter receiver's email address, get receiver's public key
1	enter receiver's email address, enter email subject, enter email subject, enter email body
3	enter receiver's email address, enter email subject, enter email subject, enter receiver's email address
1	enter receiver's email address, enter email subject, enter email subject, enter email subject
1	enter email subject, enter email body, enter receiver's email address, enter email subject
4	enter email subject, enter email body, enter receiver's email address, send email
1	enter email subject, enter email body, enter receiver's email address, enter receiver's email address
1	enter email subject, enter email body, enter receiver's email address, get alias email addresses of receiver
1	enter email subject, enter email body, enter receiver's email address, get receiver's public key
2	enter email subject, enter email body, enter email body, enter receiver's email address
1	enter email subject, enter email body, enter email body, enter email body
1	enter email subject, enter email body, enter email body, enter email subject
1	enter email subject, enter email body, enter email subject, enter email body
2	enter email subject, enter email body, enter email subject, enter receiver's email address
2	enter email subject, enter email body, enter email subject, enter email subject
1	compose new email, enter receiver's email address, enter email subject, enter email body
1	compose new email, enter receiver's email address, enter email subject, enter receiver's email address
1	compose new email, enter receiver's email address, enter email subject, enter email subject
1	compose new email, enter receiver's email address, enter receiver's email address, enter email subject
1	compose new email, enter receiver's email address, enter receiver's email address, send email
1	compose new email, enter receiver's email address, enter receiver's email address, enter receiver's email address
1	compose new email, enter receiver's email address, enter receiver's email address, get alias email addresses of receiver
1	compose new email, enter receiver's email address, enter receiver's email address, get receiver's public key
1	compose new email, enter receiver's email address, get alias email addresses of receiver, send email
1	compose new email, enter receiver's email address, get receiver's public key, encrypt mail with receiver's public key
1	enter receiver's email address, enter receiver's email address, enter email subject, enter email body
3	enter receiver's email address, enter receiver's email address, enter email subject, enter receiver's email address
1	enter receiver's email address, enter receiver's email address, enter email subject, enter email subject
