Number of nodes: 12
Number of edges: 22
Number of CESs: 20
Number of events: 121
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	enter receiver's email address, enter email subject, enter email body
3	enter receiver's email address, enter email subject, enter receiver's email address
1	enter receiver's email address, enter email subject, enter email subject
2	enter email subject, enter email body, enter receiver's email address
1	enter email subject, enter email body, enter email body
1	enter email subject, enter email body, enter email subject
1	compose new email, enter receiver's email address, enter email subject
1	compose new email, enter receiver's email address, send email
1	compose new email, enter receiver's email address, enter receiver's email address
1	compose new email, enter receiver's email address, get receiver's public key
1	compose new email, enter receiver's email address, sign mail
1	enter receiver's email address, enter receiver's email address, enter email subject
2	enter receiver's email address, enter receiver's email address, send email
1	enter receiver's email address, enter receiver's email address, enter receiver's email address
1	enter receiver's email address, enter receiver's email address, get receiver's public key
1	enter receiver's email address, enter receiver's email address, sign mail
1	compose new email, enter email subject, enter email body
3	compose new email, enter email subject, enter receiver's email address
5	compose new email, enter email subject, enter email subject
2	enter email subject, enter receiver's email address, enter email subject
5	enter email subject, enter receiver's email address, send email
3	enter email subject, enter receiver's email address, enter receiver's email address
2	enter email subject, enter receiver's email address, get receiver's public key
1	enter email subject, enter receiver's email address, sign mail
3	compose new email, enter email body, enter receiver's email address
1	compose new email, enter email body, enter email body
1	compose new email, enter email body, enter email subject
1	enter email body, enter receiver's email address, enter email subject
2	enter email body, enter receiver's email address, send email
1	enter email body, enter receiver's email address, enter receiver's email address
1	enter email body, enter receiver's email address, get receiver's public key
1	enter email body, enter receiver's email address, sign mail
1	enter email subject, enter email subject, enter email body
6	enter email subject, enter email subject, enter receiver's email address
1	enter email subject, enter email subject, enter email subject
1	enter email body, enter email body, enter receiver's email address
1	enter email body, enter email body, enter email body
1	enter email body, enter email body, enter email subject
1	enter email body, enter email subject, enter email body
1	enter email body, enter email subject, enter receiver's email address
1	enter email body, enter email subject, enter email subject
5	enter receiver's email address, get receiver's public key, encrypt mail with receiver's public key
5	get receiver's public key, encrypt mail with receiver's public key, send email
4	enter receiver's email address, sign mail, send email
0	Number of uncovered edges 
