Number of nodes: 32
Number of edges: 55
Number of CESs: 25
Number of events: 162
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	log in, open notification settings, receive notifications as SMS
4	open class records, select the existing class, view class
1	open notification settings, receive notifications as SMS, confirm notification settings
1	access as a student, open my attendance records, open class records
1	access as a student, open my attendance records, select the existing record
1	access as a student, open my attendance records, monitor current attendance status
3	log in, access as a student, open my attendance records
1	log in, access as a student, open class records
1	access as a student, open class records, select the existing class
1	open my attendance records, open class records, select the existing class
15	log in, access as a teacher, turn editing on
1	access as a teacher, turn editing on, open student attendance records
1	access as a teacher, turn editing on, open class records
6	access as a teacher, turn editing on, add new class
6	access as a teacher, turn editing on, add new schedule
1	access as a teacher, turn editing on, select the deletable class
1	turn editing on, open student attendance records, open class records
1	turn editing on, open class records, select the existing class
1	open student attendance records, open class records, select the existing class
1	add new class, enter the name of the class, enter the class detail
1	add new class, enter the name of the class, submit the class
1	add new class, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the class detail, enter the name of the class
1	enter the name of the class, enter the class detail, submit the class
1	enter the name of the class, enter the class detail, enter the class detail
1	add new class, enter the class detail, enter the name of the class
1	add new class, enter the class detail, submit the class
1	add new class, enter the class detail, enter the class detail
1	enter the class detail, enter the name of the class, enter the class detail
1	enter the class detail, enter the name of the class, submit the class
1	enter the class detail, enter the name of the class, enter the name of the class
1	enter the name of the class, enter the name of the class, enter the class detail
1	enter the name of the class, enter the name of the class, submit the class
1	enter the name of the class, enter the name of the class, enter the name of the class
1	enter the class detail, enter the class detail, enter the name of the class
1	enter the class detail, enter the class detail, submit the class
1	enter the class detail, enter the class detail, enter the class detail
3	turn editing on, add new class, enter the name of the class
3	turn editing on, add new class, enter the class detail
1	add new schedule, enter the days of the class, enter the hours of the class
1	add new schedule, enter the days of the class, submit the class schedule
1	add new schedule, enter the days of the class, enter the days of the class
1	enter the days of the class, enter the hours of the class, enter the days of the class
1	enter the days of the class, enter the hours of the class, submit the class schedule
1	enter the days of the class, enter the hours of the class, enter the hours of the class
1	add new schedule, enter the hours of the class, enter the days of the class
1	add new schedule, enter the hours of the class, submit the class schedule
1	add new schedule, enter the hours of the class, enter the hours of the class
1	enter the hours of the class, enter the days of the class, enter the hours of the class
1	enter the hours of the class, enter the days of the class, submit the class schedule
1	enter the hours of the class, enter the days of the class, enter the days of the class
1	enter the days of the class, enter the days of the class, enter the hours of the class
1	enter the days of the class, enter the days of the class, submit the class schedule
1	enter the days of the class, enter the days of the class, enter the days of the class
1	enter the hours of the class, enter the hours of the class, enter the days of the class
1	enter the hours of the class, enter the hours of the class, submit the class schedule
1	enter the hours of the class, enter the hours of the class, enter the hours of the class
3	turn editing on, add new schedule, enter the days of the class
3	turn editing on, add new schedule, enter the hours of the class
1	open my attendance records, select the existing record, view record
1	delete class, confirm deletion, select the deletable class
1	turn editing on, select the deletable class, delete class
2	select the deletable class, delete class, confirm deletion
1	confirm deletion, select the deletable class, delete class
1	show the barcode to the barcodereader, show the barcode to the barcodereader, show the barcode to the barcodereader
1	show the barcode to the barcodereader, show the barcode to the barcodereader, enter barcode manually
1	show the barcode to the barcodereader, show the barcode to the barcodereader, confirm your identity
2	show the barcode to the barcodereader, enter barcode manually, confirm your identity
2	submit attendance, show the barcode to the barcodereader, show the barcode to the barcodereader
1	submit attendance, show the barcode to the barcodereader, enter barcode manually
1	submit attendance, show the barcode to the barcodereader, confirm your identity
1	submit attendance, enter barcode manually, confirm your identity
0	Number of uncovered edges 
