Number of nodes: 30
Number of edges: 52
Number of CESs: 25
Number of events: 162
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	log in, open notification settings, receive notifications as SMS
4	open class records, select the existing class, view class
1	open notification settings, receive notifications as SMS, confirm notification settings
1	access as a student, open my attendance records, open class records
1	access as a student, open my attendance records, monitor current attendance status
2	log in, access as a student, open my attendance records
1	log in, access as a student, open class records
1	access as a student, open class records, select the existing class
1	open my attendance records, open class records, select the existing class
16	log in, access as a teacher, turn editing on
3	access as a teacher, turn editing on, open student attendance records
1	access as a teacher, turn editing on, open class records
6	access as a teacher, turn editing on, add new schedule
6	access as a teacher, turn editing on, select the editable schedule
1	turn editing on, open student attendance records, open class records
1	turn editing on, open student attendance records, select a class-list attendance record
1	turn editing on, open student attendance records, select an editable student-record
1	turn editing on, open class records, select the existing class
1	open student attendance records, open class records, select the existing class
1	open student attendance records, select a class-list attendance record, edit attendance status
1	open student attendance records, select an editable student-record, edit attendance status
1	select a class-list attendance record, edit attendance status, submit attendance record update
1	select an editable student-record, edit attendance status, submit attendance record update
1	add new schedule, enter the days of the class, enter the hours of the class
1	add new schedule, enter the days of the class, submit the class schedule
1	add new schedule, enter the days of the class, enter the days of the class
1	enter the days of the class, enter the hours of the class, enter the days of the class
1	enter the days of the class, enter the hours of the class, submit the class schedule
1	enter the days of the class, enter the hours of the class, enter the hours of the class
1	add new schedule, enter the hours of the class, enter the days of the class
1	add new schedule, enter the hours of the class, submit the class schedule
1	add new schedule, enter the hours of the class, enter the hours of the class
1	enter the hours of the class, enter the days of the class, enter the hours of the class
1	enter the hours of the class, enter the days of the class, submit the class schedule
1	enter the hours of the class, enter the days of the class, enter the days of the class
1	enter the days of the class, enter the days of the class, enter the hours of the class
1	enter the days of the class, enter the days of the class, submit the class schedule
1	enter the days of the class, enter the days of the class, enter the days of the class
1	enter the hours of the class, enter the hours of the class, enter the days of the class
1	enter the hours of the class, enter the hours of the class, submit the class schedule
1	enter the hours of the class, enter the hours of the class, enter the hours of the class
3	turn editing on, add new schedule, enter the days of the class
3	turn editing on, add new schedule, enter the hours of the class
1	update the days of the class, update the hours of the class, update the days of the class
1	update the days of the class, update the hours of the class, submit the class schedule
1	update the days of the class, update the hours of the class, update the hours of the class
1	update the hours of the class, update the days of the class, update the hours of the class
1	update the hours of the class, update the days of the class, submit the class schedule
1	update the hours of the class, update the days of the class, update the days of the class
1	update the days of the class, update the days of the class, update the hours of the class
1	update the days of the class, update the days of the class, submit the class schedule
1	update the days of the class, update the days of the class, update the days of the class
1	update the hours of the class, update the hours of the class, update the days of the class
1	update the hours of the class, update the hours of the class, submit the class schedule
1	update the hours of the class, update the hours of the class, update the hours of the class
3	turn editing on, select the editable schedule, update the days of the class
3	turn editing on, select the editable schedule, update the hours of the class
1	select the editable schedule, update the days of the class, update the hours of the class
1	select the editable schedule, update the days of the class, submit the class schedule
1	select the editable schedule, update the days of the class, update the days of the class
1	select the editable schedule, update the hours of the class, update the days of the class
1	select the editable schedule, update the hours of the class, submit the class schedule
1	select the editable schedule, update the hours of the class, update the hours of the class
1	show the barcode to the barcodereader, show the barcode to the barcodereader, show the barcode to the barcodereader
1	show the barcode to the barcodereader, show the barcode to the barcodereader, enter barcode manually
1	show the barcode to the barcodereader, show the barcode to the barcodereader, confirm your identity
2	show the barcode to the barcodereader, enter barcode manually, confirm your identity
2	submit attendance, show the barcode to the barcodereader, show the barcode to the barcodereader
1	submit attendance, show the barcode to the barcodereader, enter barcode manually
1	submit attendance, show the barcode to the barcodereader, confirm your identity
1	submit attendance, enter barcode manually, confirm your identity
0	Number of uncovered edges 
