Number of nodes: 9
Number of edges: 20
Number of CESs: 22
Number of events: 188
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
5	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
2	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
5	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
3	get balance, select deposit, enter deposit amount, put money, get balance, select deposit
5	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
14	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
3	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
14	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
4	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
8	take money, get balance, select deposit, enter deposit amount, put money, get balance
3	take money, get balance, select withdraw, enter withdraw amount, take money, get balance
1	put money, get balance, select deposit, enter deposit amount, put money, get balance
3	put money, get balance, select withdraw, enter withdraw amount, take money, get balance
0	Number of uncovered edges 
