Number of nodes: 19
Number of edges: 26
Number of CESs: 28
Number of events: 136
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
6	select deposit, enter deposit amount, put money, get balance
2	enter deposit amount, put money, get balance, select deposit
3	enter deposit amount, put money, get balance, select withdraw
3	get balance, select deposit, enter deposit amount, put money
7	select withdraw, enter withdraw amount, take money, get balance
5	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, take money, get balance, select deposit
4	enter withdraw amount, take money, get balance, select withdraw
3	get balance, select withdraw, enter withdraw amount, take money
1	get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	take money, get balance, select deposit, enter deposit amount
1	take money, get balance, select deposit, cancel deposit
2	take money, get balance, select withdraw, enter withdraw amount
2	take money, get balance, select withdraw, cancel withdraw
1	put money, get balance, select deposit, enter deposit amount
1	put money, get balance, select deposit, cancel deposit
1	put money, get balance, select withdraw, enter withdraw amount
2	put money, get balance, select withdraw, cancel withdraw
1	request an interest rate, confirm interest rate approved, enter days left, get estimated interest for days left
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
3	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	confirm daily limit excess, enter withdraw amount, take money, get balance
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
