Number of nodes: 19
Number of edges: 20
Number of CESs: 27
Number of events: 121
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
15	select deposit, enter deposit amount, put money
9	enter deposit amount, put money, get balance
3	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
7	select withdraw, enter withdraw amount, take money
3	select withdraw, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, take money, get balance
7	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
2	put money, get balance, select deposit
7	put money, get balance, select withdraw
1	request an interest rate, confirm interest rate approved, enter days left
1	confirm interest rate approved, enter days left, get estimated interest for days left
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	enter withdraw amount, confirm daily limit excess, cancel withdraw
1	confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
