Number of nodes: 9
Number of edges: 18
Number of CESs: 22
Number of events: 131
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
4	select deposit, enter deposit amount, put money, get balance, select deposit
5	select deposit, enter deposit amount, put money, get balance, select withdraw
3	enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	enter deposit amount, put money, get balance, select deposit, cancel deposit
4	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	enter deposit amount, put money, get balance, select withdraw, cancel withdraw
1	get balance, select deposit, enter deposit amount, put money, get balance
5	select withdraw, enter withdraw amount, take money, get balance, select deposit
3	select withdraw, enter withdraw amount, take money, get balance, select withdraw
4	enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	enter withdraw amount, take money, get balance, select deposit, cancel deposit
2	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
3	get balance, select withdraw, enter withdraw amount, take money, get balance
4	take money, get balance, select deposit, enter deposit amount, put money
2	take money, get balance, select withdraw, enter withdraw amount, take money
3	put money, get balance, select deposit, enter deposit amount, put money
4	put money, get balance, select withdraw, enter withdraw amount, take money
0	Number of uncovered edges 
