Number of nodes: 19
Number of edges: 32
Number of CESs: 32
Number of events: 182
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	select deposit, enter deposit amount, put money, get balance, select deposit
3	select deposit, enter deposit amount, put money, get balance, select withdraw
1	enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	enter deposit amount, put money, get balance, select deposit, cancel deposit
2	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	enter deposit amount, put money, get balance, select withdraw, cancel withdraw
2	get balance, select deposit, enter deposit amount, put money, get balance
5	select withdraw, enter withdraw amount, take money, get balance, select deposit
6	select withdraw, enter withdraw amount, take money, get balance, select withdraw
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
3	select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, take money, get balance, select deposit, enter deposit amount
4	enter withdraw amount, take money, get balance, select deposit, cancel deposit
4	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
3	enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
2	get balance, select withdraw, enter withdraw amount, take money, get balance
2	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	get balance, select withdraw, enter withdraw amount, confirm daily limit excess, cancel withdraw
2	take money, get balance, select deposit, enter deposit amount, put money
2	take money, get balance, select withdraw, enter withdraw amount, take money
2	take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
1	put money, get balance, select deposit, enter deposit amount, put money
1	put money, get balance, select withdraw, enter withdraw amount, take money
1	put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
1	confirm daily limit excess, enter withdraw amount, take money, get balance, select withdraw
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
