Number of nodes: 19
Number of edges: 35
Number of CESs: 20
Number of events: 85
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
7	select deposit, enter deposit amount, put money
6	enter deposit amount, put money, get balance
1	put money, get balance, select deposit
4	put money, get balance, select withdraw
4	get balance, select withdraw, enter withdraw amount
2	get balance, select withdraw, cancel withdraw
4	select withdraw, enter withdraw amount, take money
4	select withdraw, enter withdraw amount, confirm daily limit excess
3	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
1	enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount
1	confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
0	Number of uncovered edges 
