Number of nodes: 9
Number of edges: 12
Number of CESs: 10
Number of events: 55
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
7	select deposit, enter deposit amount, put money
6	enter deposit amount, put money, get balance
3	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
5	select withdraw, enter withdraw amount, take money
3	enter withdraw amount, take money, get balance
3	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
2	put money, get balance, select deposit
2	put money, get balance, select withdraw
0	Number of uncovered edges 
